date,ticker,close,volume,short_volume,short_exempt_volume,short_ratio_pct,short_interest,days_to_cover,borrow_fee_pct,utilization_pct,rebate_rate_pct,shares_outstanding,avg_daily_volume,fail_to_deliver,dark_pool_short_volume,dark_pool_short_ratio_pct,price_change_pct,squeeze_score,sentiment_tag,market_cap,exchange,country,data_type
2025-05-12,MSFT,19431,383771,86210,962,22.46,379806927,893.48,1.33,58.12,-1.38,4050175187,425088,11402,39955,10.41,2.03,100,highly_bearish,78698954058597,NASDAQ,US,short_interest
2025-05-13,MSFT,18606,520909,119804,976,23.0,106416180,193.68,3.54,50.22,-0.07,1260320367,549457,14165,34906,6.7,0.31,100,highly_bearish,23449520748402,NASDAQ,US,short_interest
2025-05-14,MSFT,19607,855186,282992,4169,33.09,40228791,58.15,3.46,61.57,0.04,397594174,691766,14997,56557,6.61,-0.25,100,volatile,7795628969618,NASDAQ,US,short_interest
2025-05-15,MSFT,19217,508495,126952,1649,24.97,452424939,881.92,1.65,70.42,-0.53,3532023951,513000,707,54158,10.65,2.32,100,squeeze_watch,67874904266367,NASDAQ,US,short_interest
2025-05-16,MSFT,19514,1253178,294919,967,23.53,43161539,25.16,2.13,70.36,0.54,4120743509,1715695,4835,119596,9.54,1.28,93.97,squeeze_watch,80412188834626,NYSE,US,short_interest
2025-05-19,MSFT,19362,476633,149944,2663,31.46,496227486,909.08,3.61,45.07,0.67,3279866996,545858,14266,56445,11.84,-4.44,100,neutral,63504784776552,NYSE,US,short_interest
2025-05-20,MSFT,18927,448648,149594,601,33.34,371231983,700.77,2.99,73.29,0.49,2657573841,529746,9315,79010,17.61,0.37,100,highly_bearish,50299900088607,NASDAQ,US,short_interest
2025-05-21,MSFT,19659,414511,169603,3126,40.92,491285295,990.84,2.11,57.31,-0.11,3590201878,495825,11269,53006,12.79,3.7,100,bearish,70579778719602,NASDAQ,US,short_interest
2025-05-22,MSFT,18704,753067,82773,181,10.99,213586901,240.84,5.88,55.11,-1.15,1929975227,886857,1572,20321,2.7,1.48,100,highly_bearish,36098256645808,NASDAQ,US,short_interest
2025-05-23,MSFT,19450,358315,131252,1534,36.63,482229033,1228.73,3.34,76.07,-1.42,3025446218,392462,4770,42210,11.78,2.82,100,squeeze_watch,58844928940100,NASDAQ,US,short_interest
2025-05-26,MSFT,19228,560620,128383,2108,22.9,479243689,724.21,2.8,51.89,0.01,4351331697,661746,11129,57174,10.2,-6.52,100,highly_bearish,83667405869916,NYSE,US,short_interest
2025-05-27,MSFT,19347,761137,282715,4748,37.14,54805570,76.5,2.39,60.64,-1.16,3940336164,716404,9026,68352,8.98,5.22,100,squeeze_watch,76233683764908,NASDAQ,US,short_interest
2025-05-28,MSFT,19434,684869,133611,359,19.51,114024592,144.98,2.43,57.21,-0.13,1275936949,786507,9938,54879,8.01,-0.43,100,neutral,24796558666866,NASDAQ,US,short_interest
2025-05-29,MSFT,19084,383537,42466,443,11.07,52767113,154.2,2.79,47.53,0.12,787193429,342193,9132,15052,3.92,-1.3,100,volatile,15022799399036,NYSE,US,short_interest
2025-05-30,MSFT,19132,556101,103619,1491,18.63,8010897,11.04,2.48,93.68,-0.23,699423261,725717,15896,36906,6.64,-1.06,79.13,volatile,13381365829452,NYSE,US,short_interest
2025-06-02,MSFT,19852,303055,35692,188,11.78,589666811,1454.17,1.75,70.24,-0.18,4221303837,405500,7478,19275,6.36,2.75,100,squeeze_watch,83801323772124,NYSE,US,short_interest
2025-06-03,MSFT,19004,426791,174643,1852,40.92,69226856,182.74,3.35,80.72,0.36,427824804,378825,4844,89732,21.02,2.17,100,highly_bearish,8130382575216,NASDAQ,US,short_interest
2025-06-04,MSFT,19488,1185683,183312,2149,15.46,104017225,86.15,1.73,98.8,-1.16,928081259,1207447,2847,45414,3.83,1.32,100,neutral,18086447575392,NASDAQ,US,short_interest
2025-06-05,MSFT,18970,480611,90578,306,18.85,427845081,1093.04,2.12,89.98,0.27,2672162218,391426,1685,31101,6.47,1.12,100,squeeze_watch,50690917275460,NYSE,US,short_interest
2025-06-06,MSFT,19308,478425,95482,812,19.96,277571574,448.82,3.44,54.78,0.54,2075210478,618448,13185,44841,9.37,0.76,100,highly_bearish,40068163909224,NASDAQ,US,short_interest
2025-06-09,MSFT,18877,575492,159643,3000,27.74,141691689,218.1,4.03,64.85,0.07,1216879457,649654,16848,56700,9.85,-2.51,100,volatile,22971033509789,NYSE,US,short_interest
2025-06-10,MSFT,19198,797239,175792,355,22.05,109238163,156.77,0.88,83.89,-0.63,2583886184,696804,10043,66175,8.3,-1.0,100,neutral,49605446960432,NASDAQ,US,short_interest
2025-06-11,MSFT,19977,386224,112884,2117,29.23,59804424,171.09,1.45,55.02,0.01,1691613944,349543,9962,26219,6.79,-3.41,100,neutral,33793371759288,NYSE,US,short_interest
2025-06-12,MSFT,19376,917166,236360,835,25.77,455826783,525.52,1.64,66.75,0.12,4823483508,867380,16062,113839,12.41,3.31,100,highly_bearish,93459816451008,NYSE,US,short_interest
2025-06-13,MSFT,19137,387264,35827,616,9.25,222879625,505.98,1.29,68.03,-0.07,2863145816,440493,3193,19473,5.03,2.78,100,volatile,54792021480792,NASDAQ,US,short_interest
2025-06-16,MSFT,18496,360737,98841,1403,27.4,182027114,362.16,1.82,56.12,-0.15,3357777994,502612,6884,15869,4.4,-0.66,100,neutral,62105461777024,NYSE,US,short_interest
2025-06-17,MSFT,19583,924932,157740,2282,17.05,161082197,144.71,2.74,68.23,0.43,3352946048,1113174,14470,56353,6.09,-3.2,100,highly_bearish,65660742457984,NASDAQ,US,short_interest
2025-06-18,MSFT,19322,321898,46798,696,14.54,33443329,91.25,1.42,75.03,0.65,2298442303,366512,1767,21559,6.7,1.7,100,bearish,44410502178566,NASDAQ,US,short_interest
2025-06-19,MSFT,19341,565255,113790,1066,20.13,60375302,117.3,0.05,85.27,0.52,4555219710,514720,7368,41799,7.39,-3.97,100,bearish,88102504411110,NYSE,US,short_interest
2025-06-20,MSFT,19948,700588,271930,5380,38.81,54279904,62.11,0.07,50.7,0.2,905448255,873985,18855,79319,11.32,2.75,100,highly_bearish,18061881790740,NASDAQ,US,short_interest
2025-06-23,MSFT,19352,765457,281536,4318,36.78,409152485,583.86,5.46,62.18,0.22,2529343077,700768,20502,149463,19.53,1.0,100,highly_bearish,48947847226104,NASDAQ,US,short_interest
2025-06-24,MSFT,19622,369637,130375,449,35.27,77800606,185.71,6.56,67.24,-0.56,1761970899,418941,5884,38656,10.46,2.98,100,bearish,34573392980178,NYSE,US,short_interest
2025-06-25,MSFT,19282,599896,229147,2737,38.2,201235520,247.22,2.68,54.28,0.08,4027108785,813992,17009,114460,19.08,-1.09,100,highly_bearish,77650711592370,NASDAQ,US,short_interest
2025-06-26,MSFT,19301,392744,85735,653,21.83,106958029,339.76,2.21,59.3,-1.26,1198118467,314801,6449,13733,3.5,1.11,100,neutral,23124884531567,NASDAQ,US,short_interest
2025-06-27,MSFT,18834,635329,214684,3141,33.79,82380405,100.83,1.98,59.0,-0.88,767651641,817026,5912,62162,9.78,7.42,100,highly_bearish,14457951006594,NYSE,US,short_interest
2025-06-30,MSFT,19072,538348,132220,2321,24.56,352522870,490.92,1.19,67.24,-0.53,3125624649,718083,9045,50098,9.31,-0.23,100,neutral,59611913305728,NYSE,US,short_interest
2025-07-01,MSFT,18310,646163,143326,1255,22.18,281376780,328.25,1.76,75.43,0.67,1930305389,857210,7789,22567,3.49,-0.45,100,squeeze_watch,35343891672590,NASDAQ,US,short_interest
2025-07-02,MSFT,18926,1134633,101285,242,8.93,269173726,245.29,3.52,62.44,0.25,3228149775,1097372,18330,30906,2.72,6.74,100,neutral,61095962641650,NYSE,US,short_interest
2025-07-03,MSFT,19494,429713,156212,2102,36.35,173970825,334.13,3.49,68.37,0.73,3651001070,520672,3019,66367,15.44,2.3,100,neutral,71172614858580,NYSE,US,short_interest
2025-07-04,MSFT,19198,347280,65094,622,18.74,18303723,49.32,2.42,82.89,-1.41,430161337,371116,2134,18274,5.26,-2.79,100,volatile,8258237347726,NASDAQ,US,short_interest
2025-07-07,MSFT,18958,500741,94752,1267,18.92,667321288,1541.55,2.3,97.68,-0.04,3994371594,432889,6116,38796,7.75,-3.07,100,squeeze_watch,75725296679052,NASDAQ,US,short_interest
2025-07-08,MSFT,18762,1098351,439855,7118,40.05,124881441,99.25,1.97,67.42,0.15,2182127546,1258268,7565,152974,13.93,0.01,100,bearish,40941077018052,NASDAQ,US,short_interest
2025-07-09,MSFT,19165,354165,114339,906,32.28,51386804,104.26,3.43,86.08,0.37,543756514,492884,1579,47810,13.5,-4.75,100,neutral,10421093590810,NYSE,US,short_interest
2025-07-10,MSFT,19519,593683,195727,1730,32.97,205586914,283.05,0.65,79.0,-0.09,2851096407,726318,13782,64577,10.88,-2.43,100,neutral,55650550768233,NASDAQ,US,short_interest
2025-07-11,MSFT,19264,393562,38536,338,9.79,170941973,410.31,2.03,62.95,0.23,2907827457,416616,8595,15610,3.97,3.31,100,squeeze_watch,56016388131648,NASDAQ,US,short_interest
2025-07-14,MSFT,19377,422604,67794,998,16.04,518145630,1035.93,0.93,91.56,-0.65,3002537623,500173,7273,34541,8.17,-9.41,100,volatile,58180171520871,NYSE,US,short_interest
2025-07-15,MSFT,20336,341576,42224,551,12.36,393315511,1249.09,2.73,59.38,-1.21,4902045874,314881,3604,9524,2.79,3.16,100,bearish,99688004893664,NASDAQ,US,short_interest
2025-07-16,MSFT,18556,300000,52969,388,17.66,557679516,1688.62,3.55,67.31,-1.2,4266897587,330257,8363,25860,8.62,4.86,100,squeeze_watch,79176551624372,NYSE,US,short_interest
2025-07-17,MSFT,18923,628981,262316,637,41.7,96333838,173.02,0.05,53.04,0.28,1473960276,556768,15160,61162,9.72,3.51,100,bearish,27891750302748,NASDAQ,US,short_interest
2025-07-18,MSFT,19066,327374,118022,1409,36.05,164435967,442.42,0.89,46.14,0.7,1803984397,371677,1353,31111,9.5,4.98,100,squeeze_watch,34394766513202,NASDAQ,US,short_interest
2025-07-21,MSFT,19105,541651,131493,781,24.28,168978746,249.64,4.0,47.13,-1.0,1073337866,676900,2642,46887,8.66,1.72,100,bearish,20506119929930,NASDAQ,US,short_interest
2025-07-22,MSFT,19255,390917,79679,997,20.38,494144124,1229.65,2.45,84.75,0.27,4270294194,401858,1137,19235,4.92,-1.7,100,highly_bearish,82224514705470,NASDAQ,US,short_interest
2025-07-23,MSFT,19099,643577,152489,1482,23.69,23482846,32.8,0.32,60.65,0.23,378991578,715934,12725,61559,9.57,5.52,91.3,bearish,7238360148222,NYSE,US,short_interest
2025-07-24,MSFT,19125,543606,211223,1399,38.86,277741385,584.57,3.18,70.08,-0.36,2346592767,475118,2341,72207,13.28,-3.1,100,neutral,44878586668875,NASDAQ,US,short_interest
2025-07-25,MSFT,19138,614160,70012,365,11.4,250316568,323.38,1.37,80.79,-0.4,3935955984,774069,17802,34907,5.68,8.07,100,bearish,75326325621792,NASDAQ,US,short_interest
2025-07-28,MSFT,19310,442977,118996,633,26.86,170980298,399.17,0.62,48.71,0.7,3879162437,428340,12620,29768,6.72,0.42,100,highly_bearish,74906626658470,NASDAQ,US,short_interest
2025-07-29,MSFT,19564,356183,56247,821,15.79,263635391,529.07,4.51,93.15,0.2,2367174745,498299,9908,30352,8.52,4.07,100,bearish,46311406711180,NASDAQ,US,short_interest
2025-07-30,MSFT,18776,300000,88380,1535,29.46,310326241,939.18,2.9,62.85,-0.86,4431095352,330423,5543,41701,13.9,2.22,100,highly_bearish,83198246329152,NASDAQ,US,short_interest
2025-07-31,MSFT,19278,1021575,307799,2078,30.13,60598621,45.69,3.62,73.76,-0.02,2728927724,1326268,26178,116690,11.42,0.64,100,bearish,52608268663272,NYSE,US,short_interest
2025-08-01,MSFT,19065,513415,161334,1643,31.42,252034804,376.63,2.98,91.35,-0.44,1708628168,669183,468,77677,15.13,-2.06,100,neutral,32574996022920,NASDAQ,US,short_interest
2025-08-04,MSFT,18757,419564,110879,1533,26.43,617292753,1782.13,2.45,55.1,0.47,4789232296,346379,8086,25658,6.12,-4.13,100,volatile,89831630176072,NASDAQ,US,short_interest
2025-08-05,MSFT,19313,460146,156483,2957,34.01,571573870,962.09,3.05,97.0,-0.11,4054317019,594096,9789,39744,8.64,-1.63,100,bearish,78301024587947,NASDAQ,US,short_interest
2025-08-06,MSFT,19639,544016,91301,1729,16.78,77236313,166.55,4.3,77.64,-0.07,505817040,463743,795,23844,4.38,2.03,100,bearish,9933740848560,NASDAQ,US,short_interest
2025-08-07,MSFT,19425,812792,198647,3665,24.44,594993045,683.8,2.88,90.39,-0.26,3850208972,870125,265,68674,8.45,3.56,100,squeeze_watch,74790309281100,NASDAQ,US,short_interest
2025-08-08,MSFT,19036,574771,212760,4128,37.02,619646888,1006.78,3.0,61.95,-0.53,3928861171,615472,12124,100002,17.4,-1.95,100,bearish,74789801251156,NASDAQ,US,short_interest
2025-08-11,MSFT,18921,880011,195361,799,22.2,131670826,107.87,1.33,73.38,0.03,1797504084,1220673,13349,54844,6.23,2.07,100,bearish,34010574773364,NASDAQ,US,short_interest
2025-08-12,MSFT,18989,300000,63484,500,21.16,18857576,65.79,4.61,72.79,-0.99,294471138,286613,5419,18913,6.3,-0.36,100,bearish,5591712439482,NASDAQ,US,short_interest
2025-08-13,MSFT,19002,576929,181534,2674,31.47,833600307,1436.09,2.98,91.68,-0.34,4636064712,580466,940,43829,7.6,-0.49,100,squeeze_watch,88094501657424,NASDAQ,US,short_interest
2025-08-14,MSFT,19500,801702,80466,664,10.04,201735648,190.7,2.12,55.36,-0.44,3400422734,1057850,1752,23955,2.99,-0.78,100,neutral,66308243313000,NYSE,US,short_interest
2025-08-15,MSFT,18681,1022647,91260,1578,8.92,297930282,290.5,1.58,58.82,-1.33,3504004844,1025585,2670,25953,2.54,-0.91,100,volatile,65458314490764,NASDAQ,US,short_interest
2025-08-18,MSFT,19346,421354,37455,167,8.89,551873339,1277.48,3.36,59.75,-0.9,4379762669,432003,1009,11041,2.62,-2.43,100,bearish,84730888594474,NASDAQ,US,short_interest
2025-08-19,MSFT,19274,525578,85107,1323,16.19,592744887,1055.25,3.01,50.53,-1.17,3529637935,561712,9227,14442,2.75,-3.05,100,highly_bearish,68030241559190,NASDAQ,US,short_interest
2025-08-20,MSFT,19101,905862,312931,1961,34.55,408412123,532.95,1.96,62.09,-0.16,2536331646,766330,23222,120960,13.35,2.35,100,bearish,48446470770246,NYSE,US,short_interest
2025-08-21,MSFT,19359,474922,80912,1058,17.04,300141764,533.28,1.2,45.1,-0.02,4961406456,562823,4094,36257,7.63,0.6,100,neutral,96047867581704,NASDAQ,US,short_interest
2025-08-22,MSFT,19364,736454,136981,788,18.6,427993920,577.58,4.29,58.89,0.4,2527493179,741009,696,65834,8.94,2.14,100,bearish,48942377918156,NYSE,US,short_interest
2025-08-25,MSFT,18760,849478,185255,3433,21.81,120308952,112.03,1.87,48.33,-0.83,1459462127,1073885,11475,32035,3.77,2.88,100,volatile,27379509502520,NASDAQ,US,short_interest
2025-08-26,MSFT,19022,300000,77026,975,25.68,329980847,1066.48,1.48,71.45,-1.45,4265017078,309410,6641,27912,9.3,-2.96,100,neutral,81129154857716,NASDAQ,US,short_interest
2025-08-27,MSFT,20043,482406,125489,2094,26.01,791806781,1185.4,1.93,86.01,0.35,4943783060,667964,1781,20701,4.29,-4.48,100,bearish,99088243871580,NASDAQ,US,short_interest
2025-08-28,MSFT,19208,533186,158458,889,29.72,52902884,119.5,5.87,81.2,0.01,408747475,442702,7922,44503,8.35,2.07,100,neutral,7851221499800,NASDAQ,US,short_interest
2025-08-29,MSFT,19025,546397,104612,445,19.15,109067926,215.58,2.9,73.68,-0.26,4207390913,505921,7423,28648,5.24,-0.66,100,neutral,80045612119825,NYSE,US,short_interest
2025-09-01,MSFT,19709,355458,28876,328,8.12,220134255,505.4,5.66,64.37,0.45,1357001665,435567,4516,11013,3.1,2.31,100,highly_bearish,26745145815485,NYSE,US,short_interest
2025-09-02,MSFT,18777,300000,40764,402,13.59,570504756,1645.27,2.6,93.85,0.26,3512474404,346755,1968,14045,4.68,-0.4,100,neutral,65953731883908,NASDAQ,US,short_interest
2025-09-03,MSFT,18237,972949,133579,1368,13.73,335935000,343.76,3.34,79.05,-0.83,4840684075,977251,10784,44689,4.59,4.77,100,highly_bearish,88279555475775,NYSE,US,short_interest
2025-09-04,MSFT,18731,476151,198863,2524,41.76,114315526,274.1,2.27,55.21,-0.73,903711146,417061,6968,75765,15.91,-0.03,100,volatile,16927413475726,NASDAQ,US,short_interest
2025-09-05,MSFT,19025,547959,162634,2477,29.68,50408279,68.31,3.07,45.1,-1.46,1861995327,737948,2625,80533,14.7,-6.8,100,squeeze_watch,35424461096175,NASDAQ,US,short_interest
2025-09-08,MSFT,19187,798371,296839,4601,37.18,347512561,390.74,2.91,50.49,-0.51,3776929748,889376,11003,64085,8.03,1.01,100,neutral,72467951074876,NYSE,US,short_interest
2025-09-09,MSFT,19153,1049714,280919,3561,26.76,42462296,45.08,2.33,49.0,-0.09,356925972,941887,30892,64944,6.19,6.09,100,highly_bearish,6836203141716,NYSE,US,short_interest
2025-09-10,MSFT,18540,389610,135502,2367,34.78,563892274,1315.85,1.9,94.7,0.44,3794703392,428538,4478,40317,10.35,-0.98,100,neutral,70353800887680,NASDAQ,US,short_interest
2025-09-11,MSFT,19147,300000,124224,1874,41.41,15290492,37.21,1.26,64.1,0.43,1249118735,410887,4203,60189,20.06,2.35,100,squeeze_watch,23916876419045,NASDAQ,US,short_interest
2025-09-12,MSFT,19168,482356,60075,752,12.45,276890240,641.52,2.97,84.68,-0.35,1826705775,431616,7147,10990,2.28,0.09,100,neutral,35014296295200,NYSE,US,short_interest
2025-09-15,MSFT,19726,618402,246748,1558,39.9,4449943,6.1,2.05,96.58,-0.55,197587953,729877,15357,131517,21.27,7.09,87.17,squeeze_watch,3897619960878,NYSE,US,short_interest
2025-09-16,MSFT,19114,674999,239008,2280,35.41,342234612,497.18,2.36,76.56,0.52,2502361069,688356,6602,53304,7.9,0.06,100,volatile,47830129472866,NYSE,US,short_interest
2025-09-17,MSFT,18720,366979,92642,827,25.24,213605821,439.53,2.35,84.84,-0.55,4295329755,485989,2806,32929,8.97,-2.32,100,bearish,80408573013600,NYSE,US,short_interest
2025-09-18,MSFT,19427,921913,166157,441,18.02,135986035,138.68,4.49,50.43,0.42,3115195183,980573,9102,76071,8.25,4.01,100,bearish,60518896820141,NYSE,US,short_interest
2025-09-19,MSFT,18557,777576,167368,2431,21.52,522720220,621.13,2.76,86.56,0.25,3379482823,841567,14179,49792,6.4,-0.24,100,volatile,62713062746411,NASDAQ,US,short_interest
2025-09-22,MSFT,18920,466624,92904,983,19.91,128688923,252.2,0.75,56.53,0.65,3981956904,510258,932,18253,3.91,0.93,100,highly_bearish,75338624623680,NASDAQ,US,short_interest
2025-09-23,MSFT,19075,388870,64386,1222,16.56,171769590,354.87,3.32,84.26,-0.26,2989290548,484035,2877,32222,8.29,0.55,100,volatile,57020717203100,NASDAQ,US,short_interest
2025-09-24,MSFT,19335,540450,133534,699,24.71,297474113,543.56,2.77,80.68,0.3,2519763182,547266,11703,27050,5.01,-3.99,100,highly_bearish,48719621123970,NASDAQ,US,short_interest
2025-09-25,MSFT,19303,818686,299182,5912,36.54,15419608,21.52,2.93,47.82,0.12,128792458,716604,16782,77596,9.48,-6.1,95.83,squeeze_watch,2486080816774,NYSE,US,short_interest
2025-09-26,MSFT,18909,365790,140952,1372,38.53,29798498,65.36,5.13,90.08,0.8,419003994,455930,2828,60317,16.49,1.11,100,neutral,7922946522546,NASDAQ,US,short_interest
2025-09-29,MSFT,18536,300000,56570,204,18.86,66679891,183.44,1.11,57.47,0.54,1838986784,363496,7489,17977,5.99,-5.78,100,bearish,34087459028224,NASDAQ,US,short_interest
2025-09-30,MSFT,19835,1108442,111232,1042,10.03,167151978,120.25,2.21,85.62,0.22,1287430477,1390075,17859,21439,1.93,2.55,100,squeeze_watch,25536183511295,NYSE,US,short_interest
2025-10-01,MSFT,19343,571405,203354,2990,35.59,93714205,155.97,3.15,63.15,-0.04,3099730883,600841,7280,37458,6.56,2.39,100,volatile,59958094469869,NASDAQ,US,short_interest
2025-10-02,MSFT,18704,633203,179544,3218,28.35,127146066,148.07,2.14,72.71,0.42,1255319100,858696,12431,86325,13.63,5.92,100,volatile,23479488446400,NASDAQ,US,short_interest
2025-10-03,MSFT,19590,691668,113693,751,16.44,293849212,404.52,3.01,63.62,-1.36,1710979794,726412,2153,27605,3.99,0.17,100,highly_bearish,33518094164460,NYSE,US,short_interest
2025-10-06,MSFT,20381,518655,50167,269,9.67,474634642,693.14,2.45,96.39,-0.59,4454848097,684759,1069,18227,3.51,-0.87,100,volatile,90794259064957,NASDAQ,US,short_interest
2025-10-07,MSFT,18899,466166,107534,1418,23.07,354571376,686.12,0.05,53.05,-1.23,2159032794,516778,11645,46187,9.91,-0.36,100,volatile,40803560773806,NASDAQ,US,short_interest
2025-10-08,MSFT,19162,895986,146463,1039,16.35,461230575,451.62,0.07,96.92,0.76,4834780794,1021278,19988,36070,4.03,-0.04,100,highly_bearish,92644069574628,NYSE,US,short_interest
2025-10-09,MSFT,19977,313356,69677,1094,22.24,640940887,2539.86,2.77,87.94,-0.21,4630990259,252353,7746,16757,5.35,4.26,100,squeeze_watch,92513292404043,NYSE,US,short_interest
2025-10-10,MSFT,19391,356510,56337,705,15.8,190845841,428.65,1.28,65.08,-0.73,1648706118,445225,712,15290,4.29,2.62,100,bearish,31970060334138,NASDAQ,US,short_interest
2025-10-13,MSFT,18703,1040664,177613,3118,17.07,44693161,50.91,0.05,81.23,-0.73,1417819226,877938,15334,28307,2.72,1.17,100,neutral,26517472983878,NYSE,US,short_interest
2025-10-14,MSFT,19581,660588,108556,672,16.43,811574913,1048.23,1.79,68.31,-0.25,4733312366,774236,4512,31309,4.74,-5.04,100,bearish,92682989438646,NYSE,US,short_interest
2025-10-15,MSFT,17951,511499,206934,3100,40.46,24301137,53.07,2.66,83.92,-0.25,1072548109,457901,3942,56320,11.01,5.05,100,bearish,19253311104659,NYSE,US,short_interest
2025-10-16,MSFT,18638,659261,203195,2494,30.82,442067717,736.43,3.07,80.18,-0.51,4500230626,600287,11664,73119,11.09,0.56,100,volatile,83875298407388,NYSE,US,short_interest
2025-10-17,MSFT,19310,564293,226231,1465,40.09,21111980,35.26,1.85,83.25,-0.87,130501220,598672,11816,34107,6.04,-0.1,100,highly_bearish,2519978558200,NYSE,US,short_interest
2025-10-20,MSFT,19063,458218,116147,357,25.35,84856486,179.91,2.48,87.5,0.33,553776096,471664,6623,49026,10.7,-0.87,100,neutral,10556633718048,NYSE,US,short_interest
2025-10-21,MSFT,18291,538892,137991,2289,25.61,193550993,385.08,0.5,65.11,-0.82,2443854830,502619,10285,57550,10.68,1.32,100,neutral,44700548695530,NASDAQ,US,short_interest
2025-10-22,MSFT,19239,338108,112498,1200,33.27,162264276,411.68,0.05,98.26,-0.46,2706999010,394156,7735,28771,8.51,0.01,100,neutral,52079953953390,NASDAQ,US,short_interest
2025-10-23,MSFT,18867,404864,116680,906,28.82,37623916,84.09,2.9,65.88,0.27,544906022,447444,3821,59425,14.68,-3.7,100,volatile,10280741917074,NASDAQ,US,short_interest
2025-10-24,MSFT,19362,434034,81220,1395,18.71,148946463,380.6,3.93,97.62,-1.4,968421574,391342,1935,31936,7.36,1.78,100,neutral,18750578515788,NASDAQ,US,short_interest
2025-10-27,MSFT,19088,343422,82037,388,23.89,180771714,571.35,0.3,54.98,-1.07,4175306792,316396,2657,30646,8.92,-0.77,100,neutral,79698256045696,NASDAQ,US,short_interest
